Log file store in ,/logs/log_Chi2_100_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
69	4	Chi2	5	1,0	1,0	0,7806451612903226	0,8308333333333334	0,3178741931915283
69	5	Chi2	5	0,9983974358974359	1,0	0,6774193548387096	0,7482500000000001	0,39228320121765137

Log file store in ,/logs/log_CORR_100_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
19	1	ALL	4635	1,0	1,0	0,7707006369426752	0,88182261208577	2,336941719055176
19	2	ALL	4635	1,0	1,0	0,7515923566878981	0,8481968810916178	2,3614821434020996
19	3	ALL	4635	1,0	1,0	0,864516129032258	0,9341666666666666	2,4179351329803467
19	4	ALL	4635	1,0	1,0	0,8129032258064516	0,9124166666666667	2,3677866458892822
19	5	ALL	4635	1,0	0,9999999999999999	0,8	0,8999166666666666	2,3450331687927246

19	1	CORR	99	1,0	1,0	0,6942675159235668	0,775259909031839	39,752039432525635
19	2	CORR	99	1,0	1,0	0,6878980891719745	0,7791585445094217	39,7748236656189
19	3	CORR	99	1,0	1,0	0,8129032258064516	0,9019166666666666	39,90349769592285
19	4	CORR	99	1,0	1,0	0,8064516129032258	0,8674166666666667	39,876704454422
19	5	CORR	99	1,0	1,0	0,7935483870967742	0,8702500000000001	39,92302465438843

Log file store in ,/logs/log_CORR_100_42,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
42	1	ALL	4635	1,0	1,0	0,7898089171974523	0,8849090318388563	2,3362462520599365
42	2	ALL	4635	1,0	1,0	0,7643312101910829	0,866796621182586	2,3343565464019775
42	3	ALL	4635	1,0	1,0	0,8516129032258064	0,9307500000000001	2,3514468669891357
42	4	ALL	4635	1,0	0,9999999999999999	0,8129032258064516	0,9155	2,310906171798706
42	5	ALL	4635	1,0	1,0	0,7741935483870968	0,8886666666666666	2,289876937866211

42	1	CORR	99	1,0	1,0	0,6624203821656051	0,7771280051981806	39,80258560180664
42	2	CORR	99	1,0	1,0	0,7006369426751592	0,7922352176738141	39,74715805053711
42	3	CORR	99	1,0	1,0	0,832258064516129	0,9201666666666667	39,896899700164795
42	4	CORR	99	1,0	1,0	0,7548387096774194	0,8453333333333334	39,891316413879395
42	5	CORR	99	1,0	1,0	0,7741935483870968	0,8655833333333333	39,86302614212036

Log file store in ,/logs/log_CORR_100_69,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
69	1	ALL	4635	1,0	1,0	0,7579617834394905	0,8846653671215076	2,341102361679077
69	2	ALL	4635	1,0	1,0	0,7643312101910829	0,8520142949967512	2,3088419437408447
69	3	ALL	4635	1,0	1,0	0,8580645161290322	0,9297500000000001	2,3484013080596924
69	4	ALL	4635	1,0	1,0	0,8	0,9191666666666667	2,4373326301574707
69	5	ALL	4635	1,0	1,0	0,8064516129032258	0,8933333333333333	2,2932581901550293

69	1	CORR	99	1,0	1,0	0,7006369426751592	0,7819200779727096	39,82292032241821
69	2	CORR	99	1,0	1,0	0,7197452229299363	0,7923976608187135	39,85606598854065
69	3	CORR	99	1,0	1,0	0,8129032258064516	0,8985	39,99209547042847
69	4	CORR	99	1,0	1,0	0,7548387096774194	0,8511666666666667	39,9833083152771
